fecha_o_bloque,producto_id_temporal,codigo,descripcion,tipo_movimiento,cantidad,hoja_origen,fila_origen,columna_origen
Diciembre TOTAL,H1-R3539,RS-ESP-7001R,ESPEJOS DECORATIVOS TIPO PENTAGONAL,entrada,2,Hoja 1 ,3539,U
Diciembre TOTAL,H1-R3540,RS-ESP-7001BK,ESPEJOS DECORATIVOS  TIPO PENTAGONAL,entrada,2,Hoja 1 ,3540,U
Diciembre TOTAL,H1-R3541,RS-ESP-7002R,ESPEJOS DECORATIVOS TIPO REBANADA,entrada,3,Hoja 1 ,3541,U
Diciembre TOTAL,H1-R3542,RS-ESP-7002BK,ESPEJOS DECORATIVOS TIPO REBANADA,entrada,2,Hoja 1 ,3542,U
Diciembre TOTAL,H1-R3543,RS-ESP-7003BK,ESPEJOSDECORATIVOS TIPO DEPORTIVO,entrada,2,Hoja 1 ,3543,U
Diciembre TOTAL,H1-R3544,ESP-A57AM,ESPEJOS AMARILLOS 8 MILIMETROS,entrada,2,Hoja 1 ,3544,U
Diciembre TOTAL,H1-R3545,ESP-A57RO,ESPEJOS ROJO 8 MILIMETROS,entrada,4,Hoja 1 ,3545,U
Diciembre TOTAL,H1-R3546,A1303,ESPEJOS CAFÉ RACING,entrada,6,Hoja 1 ,3546,U
Diciembre TOTAL,H1-R3547,ESP-A59RO,ESPEJOS SPOILER ROJO,entrada,1,Hoja 1 ,3547,U
Diciembre TOTAL,H1-R3549,ESP-MT180,ESPEJOS DE FT180 Y 250Z,entrada,3,Hoja 1 ,3549,U
Diciembre TOTAL,H1-R3550,ESP-015,ESPEJOS DE FT180 10MM,entrada,6,Hoja 1 ,3550,U
Diciembre TOTAL,H1-R3551,REM1440,ESPEJOS DE FT180 Y 250Z,entrada,4,Hoja 1 ,3551,U
Diciembre TOTAL,H1-R3552,ESP-124,ESPEJOS DE MODERNA 150 TRN175,entrada,3,Hoja 1 ,3552,U
Diciembre TOTAL,H1-R3553,ESP-MGS150,ESPEJOS DE GS150 8 MM,entrada,3,Hoja 1 ,3553,U
Diciembre 28,H1-R3554,ESP-010,ESPEJOS DE GTS175 GS150,salida,1,Hoja 1 ,3554,R
Diciembre TOTAL,H1-R3554,ESP-010,ESPEJOS DE GTS175 GS150,entrada,4,Hoja 1 ,3554,U
Diciembre TOTAL,H1-R3555,241RPF,ESPEJOS 10MM REDONDOS,entrada,5,Hoja 1 ,3555,U
Diciembre TOTAL,H1-R3556,ESPJ007,ESPEJOS 8MM PARA DS150,entrada,4,Hoja 1 ,3556,U
Diciembre TOTAL,H1-R3557,ESP-008,ESPEJOS 8MM PARA DS150,entrada,4,Hoja 1 ,3557,U
Diciembre TOTAL,H1-R3558,A857 REM857,ESPEJOS 8MM PARA WS150,entrada,2,Hoja 1 ,3558,U
Diciembre TOTAL,H1-R3559,A1006,ESPEJOS DE WS150 REDONDOS CUERDA INVERSA,entrada,3,Hoja 1 ,3559,U
Diciembre 27,H1-R3560,ESP-012,ESPEJOS DE WS150  REDONDOS NOGROS,salida,1,Hoja 1 ,3560,P
Diciembre TOTAL,H1-R3560,ESP-012,ESPEJOS DE WS150  REDONDOS NOGROS,entrada,3,Hoja 1 ,3560,U
Diciembre TOTAL,H1-R3561,ESP-002,ESPEJOS DE WS150,entrada,4,Hoja 1 ,3561,U
Diciembre TOTAL,H1-R3562,ESP-0141,ESPEJOS DE MOTO WS150 8MM,entrada,4,Hoja 1 ,3562,U
Diciembre TOTAL,H1-R3563,ESP-020,ESPEJOS DE RC150,entrada,2,Hoja 1 ,3563,U
Diciembre TOTAL,H1-R3564,ESP4-198,ESPEJOS 10MM FT150 GTS FT250TS AT110RT,entrada,4,Hoja 1 ,3564,U
Diciembre TOTAL,H1-R3565,ESPJ005,ESPEJOS DE MOTO TIPO DIAMANTE 10MM,entrada,2,Hoja 1 ,3565,U
Diciembre TOTAL,H1-R3567,REM216,ESPEJOS DE MOTO 150-  125  (10mm),entrada,1,Hoja 1 ,3567,U
Diciembre TOTAL,H1-R3568,240RPF     ESP-MT0145,ESPEJOS DE MOTO 150-  125  (10mm),entrada,9,Hoja 1 ,3568,U
Diciembre TOTAL,H1-R3569,ESPJ0060,ESPEJOS DE MOTO 150-  125  (10mm),entrada,6,Hoja 1 ,3569,U
Diciembre TOTAL,H1-R3570,EESP-002,ESPEJOS DE BICI ELECTRICA,entrada,1,Hoja 1 ,3570,U
Diciembre TOTAL,H1-R3572,ESPJ004,ESPEJOS DE 8 MM TIPO DIAMANTE,entrada,1,Hoja 1 ,3572,U
Diciembre TOTAL,H1-R3573,MAN-015/239RPFESP,ESPEJOS DE MOTO 70 (8MM),entrada,5,Hoja 1 ,3573,U
Diciembre TOTAL,H1-R3574,A3007,ESPEJOS DE 8MM MTA,entrada,4,Hoja 1 ,3574,U
Diciembre TOTAL,H1-R3575,A320,ESPEJOS DE DS150 8MM,entrada,2,Hoja 1 ,3575,U
Diciembre TOTAL,H1-R3576,ESP-110,ESPEJOS DE 10 REDONDOS CROMADOS,entrada,3,Hoja 1 ,3576,U
Diciembre TOTAL,H1-R3577,ESPJ10,ESPEJOS DE 10MM CROMADO,entrada,5,Hoja 1 ,3577,U
Diciembre TOTAL,H1-R3578,ESP-ZF001-63,ESPEJOS DE 10MM,entrada,6,Hoja 1 ,3578,U
Diciembre TOTAL,H1-R3579,ESP4-277,ESPEJOS DE 125Z 125FL,entrada,4,Hoja 1 ,3579,U
Diciembre TOTAL,H1-R3581,A1440,ESPEJOS DE 10MM DE 150-Z,entrada,3,Hoja 1 ,3581,U
Diciembre TOTAL,H1-R3582,REM2137,ESPEJOS DE 10MM DE 150-Z,entrada,1,Hoja 1 ,3582,U
Diciembre TOTAL,H1-R3584,ESP-119,ESPEJOS ESPEJOS CON LUZ DE DIRECCIONAL,entrada,3,Hoja 1 ,3584,U
Diciembre TOTAL,H1-R3585,ESP-106,ESPEJOS DE 10MM DE 150Z,entrada,4,Hoja 1 ,3585,U
Diciembre TOTAL,H1-R3586,,ESPEJOS DE LUZ MOTONETA GRICES,entrada,3,Hoja 1 ,3586,U
Diciembre TOTAL,H1-R3588,ESP-018,ESPEJOS DE AT110 ROJO,entrada,1,Hoja 1 ,3588,U
Diciembre TOTAL,H1-R3589,A929,ESPEJOS DE CHOPER FUJI,entrada,5,Hoja 1 ,3589,U
Diciembre TOTAL,H1-R3590,ESP-102,ESPEJOS DE CHOPER,entrada,3,Hoja 1 ,3590,U
Diciembre TOTAL,H1-R3591,A42,ESPEJOS DE CHOPER,entrada,10,Hoja 1 ,3591,U
Diciembre TOTAL,H1-R3592,F10010204,"ESPEJOS DE DM150,DM200,DM125",entrada,15,Hoja 1 ,3592,U
Diciembre TOTAL,H1-R3593,ESP-108,ESPEJOS DE DM 150,entrada,1,Hoja 1 ,3593,U
Diciembre TOTAL,H1-R3594,ESP4-204,ESPEJOS DE DM150 SPORT DM200SPORT,entrada,8,Hoja 1 ,3594,U
Diciembre TOTAL,H1-R3595,ESP-017,ESPEJOS DE DM150 VORT-X200,entrada,4,Hoja 1 ,3595,U
Diciembre TOTAL,H1-R3596,REM4164,ESPEJOS DE CROSSMAX 250 DOMINAR 400,entrada,4,Hoja 1 ,3596,U
Diciembre TOTAL,H1-R3597,ESP4-244,ESPEJOS DE DM300 DM250 DM200,entrada,3,Hoja 1 ,3597,U
Diciembre TOTAL,H1-R3599,ESP4-278,ESPEJOS DE VORT-X300,entrada,2,Hoja 1 ,3599,U
Diciembre TOTAL,H1-R3600,ESP-126,ESPEJOS DE V-200,entrada,3,Hoja 1 ,3600,U
Diciembre TOTAL,H1-R3601,CN-MR-NS200,ESPEJOS DE NS200,entrada,5,Hoja 1 ,3601,U
Diciembre 1,H1-R3602,ESP-117,ESPEJOS DE NS200,salida,1,Hoja 1 ,3602,T
Diciembre TOTAL,H1-R3602,ESP-117,ESPEJOS DE NS200,entrada,2,Hoja 1 ,3602,U
Diciembre TOTAL,H1-R3603,536RX,ESPEJOS TIPO IGUANA,entrada,3,Hoja 1 ,3603,U
Diciembre TOTAL,H1-R3604,REM894,ESPEJOS DE HONDA CARGO,entrada,1,Hoja 1 ,3604,U
Diciembre TOTAL,H1-R3605,ESP-114,ESPEJOS DE RT200,entrada,2,Hoja 1 ,3605,U
Diciembre TOTAL,H1-R3606,ESP-113,ESPEJOS DE RT200 Y RT250,entrada,2,Hoja 1 ,3606,U
Diciembre TOTAL,H1-R3607,ESP-A44NE,ESPEJOS DE JEFAZO LUZ,entrada,2,Hoja 1 ,3607,U
Diciembre 26,H1-R3608,ESP-A54,ESPEJOS DE SPOILER,salida,1,Hoja 1 ,3608,N
Diciembre TOTAL,H1-R3609,ESP4-250,ESPEJOS DE RT200 RT250,entrada,2,Hoja 1 ,3609,U
Diciembre TOTAL,H1-R3610,ESP-016,ESPEJOS DE TC200 Y TC250,entrada,2,Hoja 1 ,3610,U
Diciembre TOTAL,H1-R3611,F10010327,ESPEJOS DE VITALIA 125,entrada,3,Hoja 1 ,3611,U
Diciembre TOTAL,H1-R3612,ESPJ08,ESPEJOS DE VITALIA CUERDA 8MM,entrada,1,Hoja 1 ,3612,U
Diciembre TOTAL,H1-R3613,16-5040-001,ESPEJOS DE VITALIA 125,entrada,1,Hoja 1 ,3613,U
Diciembre TOTAL,H1-R3614,ESP-121,ESPEJOS DE VITALIA,entrada,1,Hoja 1 ,3614,U
Diciembre TOTAL,H1-R3616,16-1040,ESPEJOS DE YAMAHA CRIPTON,entrada,1,Hoja 1 ,3616,U
Diciembre TOTAL,H1-R3617,ESP-014,ESPEJOS DE YBR125,entrada,3,Hoja 1 ,3617,U
Diciembre TOTAL,H1-R3618,REM895,ESPEJOS DE YBR,entrada,4,Hoja 1 ,3618,U
Diciembre TOTAL,H1-R3619,ESP-105B,ESPEJOS DE ZUSUKI-VENTO,entrada,2,Hoja 1 ,3619,U
Diciembre 26,H1-R3620,REM1902,ESPEJOS DECORATIVOS DE PULSAR CUERDA NORMAL,salida,1,Hoja 1 ,3620,N
Diciembre TOTAL,H1-R3620,REM1902,ESPEJOS DECORATIVOS DE PULSAR CUERDA NORMAL,entrada,3,Hoja 1 ,3620,U
Diciembre TOTAL,H1-R3621,A1122,ESPEJOS DEPORTIVOS RISO DE PULSAR CUERDA IMVERSA,entrada,1,Hoja 1 ,3621,U
Diciembre TOTAL,H1-R3622,ESP-A16 ESP-A18,ESPEJOS ALIEN EXTREMO,entrada,2,Hoja 1 ,3622,U
Diciembre TOTAL,H1-R3623,ESP-A22NR,ESPEJOS ALIEN EXTREMO,entrada,1,Hoja 1 ,3623,U
Diciembre TOTAL,H1-R3624,ESP-A26NB,ESPEJOS ALIEN REDONDO NEGROS CON BLANCO,entrada,2,Hoja 1 ,3624,U
Diciembre TOTAL,H1-R3625,ESP-A26NV,ESPEJOS ALIEN REDONDO NEGROS CON VERDES,entrada,2,Hoja 1 ,3625,U
Diciembre TOTAL,H1-R3626,ESP-A27NR,ESPEJOS ALIEN REDONDO NEGRO CON ROJO,entrada,2,Hoja 1 ,3626,U
Diciembre TOTAL,H1-R3628,ESP-C02,ESPEJOS CAFE RACER ALUNINIO CON CROMO,entrada,5,Hoja 1 ,3628,U
Diciembre TOTAL,H1-R3629,ESP-CN6NE,ESPEJOS REDONDOS RACEN UNICERSAL,entrada,1,Hoja 1 ,3629,U
Diciembre TOTAL,H1-R3630,ESP-C01,ESPEJOS CAFÉ RACER ALUMINIO CON NEGRO,entrada,2,Hoja 1 ,3630,U
Diciembre TOTAL,H1-R3631,ESP-A56NE,ESPEJOS UNIVERSALES NEGROS,entrada,3,Hoja 1 ,3631,U
Diciembre TOTAL,H1-R3632,ESP-A057AM-RJ,ESPEJOS UNIIVERSALES 8MM,entrada,2,Hoja 1 ,3632,U
Diciembre TOTAL,H1-R3633,ESP-A58NE ESP-059AZ-RO,ESPEJOS UNIVERSALES DE ESPOILER,entrada,2,Hoja 1 ,3633,U
Diciembre TOTAL,H1-R3634,H3249,ESPEJOS DE ALERON,entrada,1,Hoja 1 ,3634,U
Diciembre TOTAL,H1-R3637,ESP-C03NE,ESPEJOS REDONDOS NEGRO CAFÉ RACER,entrada,1,Hoja 1 ,3637,U
Diciembre TOTAL,H1-R3638,ESP-C02,ESPEJOS REDONDOS CROMO CAFÉ RACER,entrada,2,Hoja 1 ,3638,U
Diciembre TOTAL,H1-R3640,24-5525,ESTATOR  O INDUCIDO DE ESTRADA 70,entrada,2,Hoja 1 ,3640,U
Diciembre TOTAL,H1-R3641,EST-3102-0538,ESTATOR DE VTO CYCLONE 200,entrada,2,Hoja 1 ,3641,U
Diciembre TOTAL,H1-R3642,EST-3102-0521,ESTATOR DE VTO XPRESS LITHIUM RYDER CYCLONE,entrada,1,Hoja 1 ,3642,U
Diciembre TOTAL,H1-R3643,EST-3102-2114,ESTATOR DE VTO STORM 250,entrada,3,Hoja 1 ,3643,U
Diciembre TOTAL,H1-R3644,EST-3102-2107,ESTATOR DE VTO CYCLONE 200,entrada,2,Hoja 1 ,3644,U
Diciembre TOTAL,H1-R3645,EST-3102-2101,ESTATOR DE VTO XPRESS LITHIUM RYDER CYCLONE,entrada,2,Hoja 1 ,3645,U
Diciembre TOTAL,H1-R3646,ETCN18,ESTATOR DE YBR125 DE 8 BOBINAS,entrada,2,Hoja 1 ,3646,U
Diciembre TOTAL,H1-R3647,JE351005,ESTATOR DE DISCOVER 125,entrada,1,Hoja 1 ,3647,U
Diciembre TOTAL,H1-R3648,EST-GYF-01,ESTATOR DE 6 BOBINAS MTA 125,entrada,3,Hoja 1 ,3648,U
Diciembre TOTAL,H1-R3649,EST-SAE-03,ESTATOR DE ST70,entrada,3,Hoja 1 ,3649,U
Diciembre TOTAL,H1-R3650,REM2527,ESTATOR DE  ST70,entrada,3,Hoja 1 ,3650,U
Diciembre TOTAL,H1-R3651,73-923-EST,ESTATOR DE EN125 HU,entrada,5,Hoja 1 ,3651,U
Diciembre TOTAL,H1-R3652,73-923,ESTATOR DE EN125 HU,entrada,1,Hoja 1 ,3652,U
Diciembre TOTAL,H1-R3653,ETCN14,ESTATOR DE EN125 HU 18 BOBINAS,entrada,1,Hoja 1 ,3653,U
Diciembre TOTAL,H1-R3654,ETCN43,ESTATOR DE ROCKETMAN 250,entrada,3,Hoja 1 ,3654,U
Diciembre TOTAL,H1-R3655,82-061,ESTATOR 125FL,entrada,1,Hoja 1 ,3655,U
Diciembre TOTAL,H1-R3656,EST-036,ESTATOR DE 8 BOBINAS DE125-FL,entrada,2,Hoja 1 ,3656,U
Diciembre TOTAL,H1-R3657,EST-035,ESTATOR DE 6 BOBINAS DE ATV-150,entrada,2,Hoja 1 ,3657,U
Diciembre TOTAL,H1-R3658,EST-050,ESTATOR DE 8 BOBINAS NITROX  250,entrada,4,Hoja 1 ,3658,U
Diciembre TOTAL,H1-R3659,EST-051,ESTATOR DE 8 BOBINAS CROSS VN ETC,entrada,3,Hoja 1 ,3659,U
Diciembre TOTAL,H1-R3660,EST-034,ESTATOR DE 8 BOBINAS DE DT-125,entrada,2,Hoja 1 ,3660,U
Diciembre TOTAL,H1-R3661,EST-033,ESTATOR DE 8 BOBINAS  DE ATV-180,entrada,2,Hoja 1 ,3661,U
Diciembre TOTAL,H1-R3662,E05010014,ESTATOR DE 11 BOBINAS TS170 GTS175,entrada,11,Hoja 1 ,3662,U
Diciembre TOTAL,H1-R3663,Q06-1081,ESTATOR DE 11 BOBINAS TS170 GTS175,entrada,1,Hoja 1 ,3663,U
Diciembre TOTAL,H1-R3664,REM2912,ESTATOR DE 11 BOBINAS DINAMO 200 Y VENTO250,entrada,4,Hoja 1 ,3664,U
Diciembre TOTAL,H1-R3665,REM204,ESTATOR DE 11 BOBINAS GTS175,entrada,5,Hoja 1 ,3665,U
Diciembre TOTAL,H1-R3666,EST-TX200-11,ESTATOR DE 11 BOBINAS  TX200,entrada,1,Hoja 1 ,3666,U
Diciembre TOTAL,H1-R3668,EST-3102-0031,ESTATOR DE 12 BOBINAS DE TS170 Y GTS175,entrada,5,Hoja 1 ,3668,U
Diciembre TOTAL,H1-R3669,EST-3102-0010,ESTATOR DE 11 BOBINAS DE TX200,entrada,5,Hoja 1 ,3669,U
Diciembre TOTAL,H1-R3670,REM4491,ESTATOR DE 11 BOBINAS DE VENTO TERRA,entrada,2,Hoja 1 ,3670,U
Diciembre TOTAL,H1-R3671,EST-012,ESTATOR DE 11 BOBINAS DE TS170 Y GTS175,entrada,4,Hoja 1 ,3671,U
Diciembre TOTAL,H1-R3672,EST-M00170,ESTATOR DE 11 BOBINAS DE GYG 11 Y TS170,entrada,1,Hoja 1 ,3672,U
Diciembre TOTAL,H1-R3673,EST-A006-1,ESTATOR DE 12BOBINAS DE GTS175,entrada,6,Hoja 1 ,3673,U
Diciembre TOTAL,H1-R3675,EST-060,ESTATOR DE 12 BOBINAS PARA HONDA NAVI 110,entrada,2,Hoja 1 ,3675,U
Diciembre TOTAL,H1-R3677,EST-001,ESTATOR DE 12 BOBINAS PARA GS150 CON LED,entrada,7,Hoja 1 ,3677,U
Diciembre TOTAL,H1-R3678,REM2147,ESTATOR DE 12 BOBINAS PARA MOTONETA GTS 175,entrada,7,Hoja 1 ,3678,U
Diciembre 27,H1-R3679,EST-GTS175-LED,ESTATOR DE 12 BOBINAS PARA MOTONETA GTS 175,salida,1,Hoja 1 ,3679,P
Diciembre TOTAL,H1-R3679,EST-GTS175-LED,ESTATOR DE 12 BOBINAS PARA MOTONETA GTS 175,entrada,4,Hoja 1 ,3679,U
Diciembre TOTAL,H1-R3680,E05010030,ESTATOR DE 12 BOBINAS,entrada,3,Hoja 1 ,3680,U
Diciembre TOTAL,H1-R3681,WP0173-1,ESTATOR DE 12 BOBINAS DE FZ16,entrada,1,Hoja 1 ,3681,U
Diciembre TOTAL,H1-R3682,EST-HXR150-12,ESTATOR DE 12 BOBINAS DE HONDA XR150,entrada,3,Hoja 1 ,3682,U
Diciembre TOTAL,H1-R3683,24-2109-001,ESTATOR DE 18 BOBINAS CARGO 150,entrada,2,Hoja 1 ,3683,U
Diciembre TOTAL,H1-R3684,EST-HC150-18,ESTATOR DE 18 BOBINAS HONDA CARGO GL15O,entrada,2,Hoja 1 ,3684,U
Diciembre TOTAL,H1-R3685,EST-056,ESTATOR DE 18 BOBINAS HONDA GL150,entrada,3,Hoja 1 ,3685,U
Diciembre TOTAL,H1-R3686,EST-022,ESTATOR DE 18 BOBINAS HONDA CARGO GL15O,entrada,2,Hoja 1 ,3686,U
Diciembre TOTAL,H1-R3687,EST-TC250-18,ESTATOR DE 18 BOBINAS HONDA TITAN Y TC250,entrada,4,Hoja 1 ,3687,U
Diciembre TOTAL,H1-R3688,EST-042,ESTATOR DE 18 BOBINAS 170-Z    Y   200-Z,entrada,2,Hoja 1 ,3688,U
Diciembre TOTAL,H1-R3689,REM3818,ESTATOR DE 18 BOBINAS PARA 250Z,entrada,8,Hoja 1 ,3689,U
Diciembre TOTAL,H1-R3690,EST-044,ESTATOR DE 18 BOBINAS RS-200,entrada,3,Hoja 1 ,3690,U
Diciembre TOTAL,H1-R3691,EST-057,ESTATOR DE 18 BOBINAS CBR-250R,entrada,3,Hoja 1 ,3691,U
Diciembre TOTAL,H1-R3692,EST-049,ESTATOR DE 18 BOBINAS  RS-200 KTM DUKE-390,entrada,1,Hoja 1 ,3692,U
Diciembre TOTAL,H1-R3693,Q06-1068,ESTATOR DE  BOBINAS  TORNADO 250 CICLON 250 GN,entrada,3,Hoja 1 ,3693,U
Diciembre TOTAL,H1-R3694,EST-019,ESTATOR DE 2 BOBINAS  XT110,entrada,2,Hoja 1 ,3694,U
Diciembre TOTAL,H1-R3695,052RPE,ESTATOR DE 2 BOBINAS 110CC MASUDA AT 110,entrada,3,Hoja 1 ,3695,U
Diciembre TOTAL,H1-R3697,ESTACORP-032,ESTATOR DE TC200 Y TC250 11 BOBINAS,entrada,1,Hoja 1 ,3697,U
Diciembre TOTAL,H1-R3698,EST-016,ESTATOR DE TC200 Y TC250,entrada,2,Hoja 1 ,3698,U
Diciembre TOTAL,H1-R3699,EST-032,ESTATOR DE FIERA 150,entrada,1,Hoja 1 ,3699,U
Diciembre TOTAL,H1-R3700,EST-045,ESTATOR DE VORTEX-300,entrada,2,Hoja 1 ,3700,U
Diciembre TOTAL,H1-R3701,EST-041,ESTATOR DE 8 BOBINAS PARA  VORT-X 200,entrada,2,Hoja 1 ,3701,U
Diciembre TOTAL,H1-R3702,8010004,ESTATOR DE BOXER 150,entrada,2,Hoja 1 ,3702,U
Diciembre TOTAL,H1-R3703,EST-048,ESTATOR DE BOXER 150 DE 18 BOBINAS,entrada,2,Hoja 1 ,3703,U
Diciembre TOTAL,H1-R3704,EST-025,ESTATOR DE BOXER 150,entrada,2,Hoja 1 ,3704,U
Diciembre TOTAL,H1-R3705,EST-037,ESTATOR DE 250Z 18 BOBINAS,entrada,3,Hoja 1 ,3705,U
Diciembre TOTAL,H1-R3706,EST-A001-1,ESTATOR DE 250Z,entrada,6,Hoja 1 ,3706,U
Diciembre TOTAL,H1-R3707,EST-021,ESTATOR DE 250Z 12 BOBINAS,entrada,2,Hoja 1 ,3707,U
Diciembre TOTAL,H1-R3708,EST-058,ESTATOR DE 280Z 18 BOBINAS,entrada,2,Hoja 1 ,3708,U
Diciembre TOTAL,H1-R3709,REM45    A45,ESTATOR DE 4 BOBINAS CG150,entrada,1,Hoja 1 ,3709,U
Diciembre TOTAL,H1-R3710,051RXE-EST,ESTATOR DE 4 BOBINAS DE DINAMO,entrada,4,Hoja 1 ,3710,U
Diciembre TOTAL,H1-R3711,EST-018,ESTATOR DE 6 BOBINAS AT110 AT110RT  -XT110,entrada,1,Hoja 1 ,3711,U
Diciembre TOTAL,H1-R3712,EST-047,ESTATOR DE 7 BOBINAS CON SENSOR PARA YBR125,entrada,5,Hoja 1 ,3712,U
Diciembre TOTAL,H1-R3713,A1013,ESTATOR DE 7 BOBINAS CON SENSOR PARA YBR125,entrada,3,Hoja 1 ,3713,U
Diciembre TOTAL,H1-R3714,E05010005,ESTATOR DE 8 BOBINAS DE CS125,entrada,3,Hoja 1 ,3714,U
Diciembre TOTAL,H1-R3716,EST-M00125,ESTATOR DE 6 BOBINAS DE CS125 MOTONETA,entrada,4,Hoja 1 ,3716,U
Diciembre TOTAL,H1-R3717,REM77,ESTATOR DE 6 BOBINAS DE MOTONETA 125,entrada,4,Hoja 1 ,3717,U
Diciembre TOTAL,H1-R3720,EST8-034,ESTATOR DE 8 BOBINAS DE FT125,entrada,5,Hoja 1 ,3720,U
Diciembre TOTAL,H1-R3721,ESTACORP-003,"ESTATOR DE 8 BOBINAS DT125,FT125",entrada,2,Hoja 1 ,3721,U
Diciembre TOTAL,H1-R3722,EST8-003 E05010003,ESTATOR DE 8 BOBINAS DE DT125 DELIVERY RC200,entrada,4,Hoja 1 ,3722,U
Diciembre TOTAL,H1-R3723,ESRO-012-3071RPE-EST,ESTATOR DE 8 BOBINAS DE FT125,entrada,6,Hoja 1 ,3723,U
Diciembre TOTAL,H1-R3724,ESTBOB101,ESTATOR DE 8 BOBINAS DE FT125,entrada,4,Hoja 1 ,3724,U
Diciembre TOTAL,H1-R3726,A21 Y A1017,ESTATOR DE 8 BOBINAS CG 125 -150,entrada,7,Hoja 1 ,3726,U
Diciembre TOTAL,H1-R3727,REM2140,ESTATOR DE 8 B0BINAS DE FT125,entrada,6,Hoja 1 ,3727,U
Diciembre TOTAL,H1-R3728,REM21,ESTATOR DE 8 BOBINAS CG 125 -150 TMP,entrada,7,Hoja 1 ,3728,U
Diciembre TOTAL,H1-R3730,EST8-005,ESTATOR DE 8 BOBINAS DE WS150,entrada,7,Hoja 1 ,3730,U
Diciembre TOTAL,H1-R3732,EST-GYG-01,ESTATOR DE 8 BOBINAS DE DS150,entrada,2,Hoja 1 ,3732,U
Diciembre TOTAL,H1-R3733,CN-EST-MOTONETAS,ESTATOR DE 8 BOBINAS DE DS150,entrada,4,Hoja 1 ,3733,U
Diciembre TOTAL,H1-R3734,REM2189,ESTATOR DE 8 BOBINAS DE FT150,entrada,6,Hoja 1 ,3734,U
Diciembre TOTAL,H1-R3736,EST-MT0200,ESTATOR DE 8 BOBINAS FT125,entrada,7,Hoja 1 ,3736,U
Diciembre 1,H1-R3737,EST-CGM-01,ESTATOR DE 8 BOBINAS MOTO FT 125,salida,1,Hoja 1 ,3737,T
Diciembre TOTAL,H1-R3737,EST-CGM-01,ESTATOR DE 8 BOBINAS MOTO FT 125,entrada,3,Hoja 1 ,3737,U
Diciembre TOTAL,H1-R3738,EST-A005-1,ESTATOR DE BWS125 YAMAHA,entrada,2,Hoja 1 ,3738,U
Diciembre TOTAL,H1-R3739,ETCN34,ESTATOR DE BWS125,entrada,2,Hoja 1 ,3739,U
Diciembre TOTAL,H1-R3740,REM975,ESTATOR DE 8 BOBINAS CON MAGNETO PARA MOTONETA,entrada,8,Hoja 1 ,3740,U
Diciembre TOTAL,H1-R3741,WP0170,ESTATOR DE 8 BOBINAS MOTONETA,entrada,1,Hoja 1 ,3741,U
Diciembre TOTAL,H1-R3742,REM20  Y  A20,ESTATOR DE 8 BOBINAS MOTONETA,entrada,7,Hoja 1 ,3742,U
Diciembre TOTAL,H1-R3744,ESTBOBI02,ESTATOR DE 8 BOBINAS MOTONETA,entrada,4,Hoja 1 ,3744,U
Diciembre TOTAL,H1-R3745,EST-M00150,ESTATOR DE 8 BOBINAS MOTONETA,entrada,6,Hoja 1 ,3745,U
Diciembre TOTAL,H1-R3746,EST-TTN-01,ESTATOR DE 8 BOBINAS PARA TITAN 150,entrada,3,Hoja 1 ,3746,U
Diciembre TOTAL,H1-R3747,REM3075,ESTATOR DE 8 BOBINAS PARA HONDA CARGO 125,entrada,2,Hoja 1 ,3747,U
Diciembre TOTAL,H1-R3748,A725,ESTATOR DE 8 BOBINAS PARA HONDA CARGO 125,entrada,4,Hoja 1 ,3748,U
Diciembre TOTAL,H1-R3749,EST-039,ESTATOR DE 18 BOBINAS VX250,entrada,2,Hoja 1 ,3749,U
Diciembre TOTAL,H1-R3750,EST-SAE-01,ESTATOR DE AT110,entrada,4,Hoja 1 ,3750,U
Diciembre TOTAL,H1-R3751,EST-SAE-04,ESTATOR DE AT110 DE 2 BOBINAS,entrada,2,Hoja 1 ,3751,U
Diciembre TOTAL,H1-R3752,ENEST-3102-0092,ESTATOR DE BAJAR-PULSAR 180,entrada,2,Hoja 1 ,3752,U
Diciembre TOTAL,H1-R3753,EST-004,ESTATOR DE BAJAR-PULSAR 180,entrada,1,Hoja 1 ,3753,U
Diciembre TOTAL,H1-R3755,24-2108,ESTATOR DE CARGO TITAN 8 BOBINAS,entrada,1,Hoja 1 ,3755,U
Diciembre TOTAL,H1-R3757,EST-TTN-2000,ESTATOR DE TITAN 2000 7 BOBINAS,entrada,4,Hoja 1 ,3757,U
Diciembre TOTAL,H1-R3758,EST-031,ESTATOR DE DM125 Y DM150,entrada,2,Hoja 1 ,3758,U
Diciembre TOTAL,H1-R3759,EST-020,ESTATOR DE DM200,entrada,5,Hoja 1 ,3759,U
Diciembre 26,H1-R3760,ESRO-011/3072RPE,ESTATOR DE CROSSMAX 250,salida,1,Hoja 1 ,3760,N
Diciembre TOTAL,H1-R3760,ESRO-011/3072RPE,ESTATOR DE CROSSMAX 250,entrada,8,Hoja 1 ,3760,U
Diciembre TOTAL,H1-R3761,EST-029,ESTATOR DE DT110 -FT115,entrada,1,Hoja 1 ,3761,U
Diciembre TOTAL,H1-R3762,EST-040,ESTATOR DE V-200 18 BOBINAS,entrada,3,Hoja 1 ,3762,U
Diciembre TOTAL,H1-R3763,EST-EX200-12,ESTATOR DE 12 BOBINAS TX200,entrada,3,Hoja 1 ,3763,U
